,时间,和义街道,和义街道_root,相对偏差
569,2018-11-24 07:00:00,39.76214739871609,52.3,0.2397294952444342
570,2018-11-24 06:00:00,32.627807968993004,45.8,0.28760244609185576
571,2018-11-24 05:00:00,56.93034190449225,52.1,0.09271289643939061
572,2018-11-24 04:00:00,77.9014617295917,57.9,0.3454483891121192
573,2018-11-24 03:00:00,96.92987575951747,75.5,0.283839414033344
574,2018-11-24 02:00:00,103.94402470057106,78.9,0.3174147617309386
575,2018-11-24 01:00:00,93.73710704331934,71.4,0.3128446364610551
576,2018-11-24 00:00:00,91.17318257151119,70.3,0.2969158260527908
577,2018-11-23 23:00:00,92.51891845647742,71.0,0.3030833585419355
578,2018-11-23 22:00:00,101.28006847736326,78.2,0.29514154063124365
579,2018-11-23 21:00:00,98.24228423569275,74.5,0.31868837900258723
580,2018-11-23 20:00:00,92.78216476314269,67.2,0.3806869756420042
581,2018-11-23 19:00:00,85.32974195212898,65.4,0.30473611547597823
582,2018-11-23 18:00:00,90.65274460277676,71.6,0.2660997849549828
583,2018-11-23 17:00:00,88.51124691269479,64.3,0.376535721814849
584,2018-11-23 16:00:00,80.54481919036816,51.3,0.5700744481553248
585,2018-11-23 15:00:00,65.96369567416535,59.6,0.1067734173517676
586,2018-11-23 14:00:00,60.09258759658811,57.4,0.0469091915781901
587,2018-11-23 13:00:00,51.04644921315995,49.9,0.022974934131462007
588,2018-11-23 12:00:00,48.602387651643774,50.6,0.03947850490822584
589,2018-11-23 11:00:00,45.28823646349216,47.7,0.05056108042993378
590,2018-11-23 10:00:00,51.15533339946476,51.8,0.012445301168633946
591,2018-11-23 09:00:00,60.79483887934211,56.0,0.0856221228453948
592,2018-11-23 08:00:00,78.59328768447675,52.2,0.5056185380167959
593,2018-11-23 07:00:00,84.58195216898669,51.7,0.6360145487231467
594,2018-11-23 06:00:00,94.70828981460227,58.6,0.6161824200444073
595,2018-11-23 05:00:00,95.15794714696038,62.2,0.5298705329093308
596,2018-11-23 04:00:00,72.98515798484922,56.6,0.289490423760587
597,2018-11-23 03:00:00,76.38647755755976,50.8,0.5036708180622
598,2018-11-23 02:00:00,77.11317266754698,53.8,0.43333034698042716
599,2018-11-23 01:00:00,69.35032810503118,48.6,0.4269614836426169
600,2018-11-23 00:00:00,62.032795090300546,63.8,0.02769913651566538
601,2018-11-22 23:00:00,54.65076394493634,60.6,0.09817221212976344
