,时间,丰台街道,丰台街道_root,相对偏差
590,2018-11-23 10:00:00,62.77143591404992,56.8,0.10513091397975212
591,2018-11-23 09:00:00,65.74951108258274,55.8,0.17830665022549724
592,2018-11-23 08:00:00,66.60386163473896,57.4,0.16034602151113178
593,2018-11-23 07:00:00,64.13054892290123,71.4,0.1018130402955011
594,2018-11-23 06:00:00,68.88217572725425,73.9,0.06790019313593715
595,2018-11-23 05:00:00,78.89507365181159,72.1,0.09424512693219962
596,2018-11-23 04:00:00,94.62039051129535,83.5,0.13317832947659108
597,2018-11-23 03:00:00,92.62799363560617,79.0,0.17250624855197688
598,2018-11-23 02:00:00,94.57250727214264,79.1,0.19560691873758093
599,2018-11-23 01:00:00,105.67584945593661,85.0,0.24324528771690135
600,2018-11-23 00:00:00,95.3825770291963,82.7,0.15335643324300235
601,2018-11-22 23:00:00,88.93958680232012,74.2,0.1986467224032361
602,2018-11-22 22:00:00,84.8397998548808,73.6,0.15271467194131524
603,2018-11-22 21:00:00,79.75444916181794,65.3,0.22135450477516
604,2018-11-22 20:00:00,56.972120737236736,54.8,0.03963723973059743
605,2018-11-22 19:00:00,42.945636527483735,43.4,0.010469204435858602
606,2018-11-22 18:00:00,34.890628502835995,37.2,0.062079878956021725
607,2018-11-22 17:00:00,29.7686918254973,32.8,0.0924179321494725
620,2018-11-22 04:00:00,33.57935134846513,35.6,0.05675979358244017
621,2018-11-22 03:00:00,49.97915337027653,56.2,0.11069122116945684
622,2018-11-22 02:00:00,60.878907035199816,59.5,0.02317490815461876
623,2018-11-22 01:00:00,55.25791074719766,56.3,0.018509578202528142
624,2018-11-22 00:00:00,39.77796573226772,41.9,0.050645209253753744
625,2018-11-21 23:00:00,34.79628507798798,34.0,0.023420149352587693
626,2018-11-21 22:00:00,49.999124832944254,46.2,0.08223213924121756
627,2018-11-21 21:00:00,52.26398817570721,47.6,0.09798294486779853
628,2018-11-21 20:00:00,44.170362246119446,43.7,0.010763438126303038
629,2018-11-21 19:00:00,37.946156243480964,40.3,0.05840803366052193
630,2018-11-21 18:00:00,32.72684102654126,33.6,0.025986874210081636
631,2018-11-21 17:00:00,31.570162971618615,33.0,0.04332839479943592
643,2018-11-21 05:00:00,25.595851566259153,34.2,0.2515832875362821
644,2018-11-21 04:00:00,32.72072311986554,44.8,0.2696267160744299
650,2018-11-20 22:00:00,64.81577442534238,47.1,0.37613109183317156
651,2018-11-20 21:00:00,58.21598407760677,44.2,0.317103712163049
652,2018-11-20 20:00:00,56.70882539507071,47.8,0.18637710031528693
653,2018-11-20 19:00:00,47.48141504264172,38.0,0.24951092217478213
663,2018-11-20 09:00:00,40.36485702184164,35.6,0.13384429836633807
664,2018-11-20 08:00:00,46.97915146484692,42.9,0.09508511573069751
665,2018-11-20 07:00:00,54.78786025988874,55.9,0.019895165297160292
666,2018-11-20 06:00:00,69.45474704872346,64.5,0.07681778370113894
667,2018-11-20 05:00:00,67.89178967629692,58.4,0.16253064514207063
668,2018-11-20 04:00:00,70.4090846425384,58.5,0.2035740964536479
669,2018-11-20 03:00:00,72.71172017801055,62.1,0.17088116228680436
670,2018-11-20 02:00:00,80.59190291541636,63.7,0.2651790096611672
671,2018-11-20 01:00:00,75.90834902658648,60.7,0.25054940735727305
672,2018-11-20 00:00:00,79.80691710212005,63.0,0.26677646193841353
673,2018-11-19 23:00:00,81.52831091380648,63.6,0.28189168103469303
674,2018-11-19 22:00:00,70.25517181307168,57.0,0.23254687391353832
676,2018-11-19 20:00:00,61.489587101389375,57.1,0.07687543084744963
677,2018-11-19 19:00:00,95.9079249485716,116.4,0.1760487547373574
678,2018-11-19 18:00:00,106.64334758965632,108.3,0.01529688282865819
679,2018-11-19 17:00:00,93.65340289216805,88.1,0.06303522011541489
712,2018-11-18 08:00:00,52.52276670101302,52.2,0.006183270134348969
713,2018-11-18 07:00:00,55.82238028646157,54.8,0.01865657457046672
714,2018-11-18 06:00:00,56.766351927043985,55.7,0.019144558833823735
715,2018-11-18 05:00:00,61.135215798577036,58.0,0.05405544480305235
716,2018-11-18 04:00:00,69.07112906246937,64.0,0.07923639160108387
717,2018-11-18 03:00:00,77.21957709069184,74.0,0.04350779852286274
718,2018-11-18 02:00:00,82.41725849195971,85.3,0.033795328347482806
719,2018-11-18 01:00:00,84.6756846394969,94.9,0.10773778040572299
720,2018-11-18 00:00:00,90.59640078059171,101.0,0.10300593286542864
