,时间,东高地街道,东高地街道_root,相对偏差
518,2018-11-26 10:00:00,323.40754994890506,153.5,1.1068895762143651
519,2018-11-26 09:00:00,284.6659048815155,145.0,0.9632131371138998
520,2018-11-26 08:00:00,256.45676111577643,137.6,0.8637846011320962
521,2018-11-26 07:00:00,239.04709290577264,129.6,0.8444991736556532
522,2018-11-26 06:00:00,209.8831262833721,116.6,0.8000268120357813
523,2018-11-26 05:00:00,194.54336834360922,106.3,0.8301351678608582
524,2018-11-26 04:00:00,224.32715547820172,121.4,0.8478348886178065
525,2018-11-26 03:00:00,229.9415745666378,129.9,0.7701429912751176
526,2018-11-26 02:00:00,196.93457753764878,106.8,0.8439567185173107
527,2018-11-26 01:00:00,179.0632531019548,100.6,0.7799528141347398
528,2018-11-26 00:00:00,166.31780744106032,93.7,0.7750032811212414
529,2018-11-25 23:00:00,147.8616295358488,84.3,0.7539932329282184
530,2018-11-25 22:00:00,146.39560110732307,78.9,0.8554575552258944
531,2018-11-25 21:00:00,135.2639519405208,81.4,0.6617193113086092
532,2018-11-25 20:00:00,112.94483526167271,69.8,0.618120849021099
533,2018-11-25 19:00:00,86.66919847457288,55.6,0.5587985337153395
534,2018-11-25 18:00:00,67.72825398037412,49.1,0.37939417475303705
535,2018-11-25 17:00:00,57.67556241427758,44.9,0.2845336840596343
536,2018-11-25 16:00:00,50.47806536186264,41.6,0.21341503273708265
537,2018-11-25 15:00:00,50.31577507235892,40.2,0.2516361958298237
538,2018-11-25 14:00:00,58.172797944930274,44.9,0.2956079720474449
539,2018-11-25 13:00:00,53.356580321577,44.3,0.20443747904237025
540,2018-11-25 12:00:00,62.30054130856936,43.3,0.4388115775651123
541,2018-11-25 11:00:00,75.46911828415696,48.1,0.5690045381321613
542,2018-11-25 10:00:00,93.83706411638924,55.7,0.6846869679782628
543,2018-11-25 09:00:00,118.96384569554736,61.3,0.9406826377740191
544,2018-11-25 08:00:00,151.72752628722725,80.5,0.8848139911456802
545,2018-11-25 07:00:00,166.87229587448124,91.6,0.8217499549615856
546,2018-11-25 06:00:00,171.5008689965398,94.7,0.8109912248842639
547,2018-11-25 05:00:00,178.59821117575075,95.4,0.872098649640993
548,2018-11-25 04:00:00,179.43212412756978,94.8,0.8927439253963058
549,2018-11-25 03:00:00,164.3532571207709,95.9,0.7137983015721678
550,2018-11-25 02:00:00,163.52580430797255,94.1,0.7377875059295702
551,2018-11-25 01:00:00,165.70084796123245,95.2,0.740555125643198
552,2018-11-25 00:00:00,165.37482307178945,91.5,0.8073751155386825
553,2018-11-24 23:00:00,163.76297749862064,92.6,0.7684986770909358
554,2018-11-24 22:00:00,161.74798369714657,90.9,0.7794057612447366
555,2018-11-24 21:00:00,165.7982224962343,91.8,0.8060808550788051
556,2018-11-24 20:00:00,182.0493459898681,94.0,0.9366951701049798
557,2018-11-24 19:00:00,185.92383536553683,96.4,0.9286704913437429
558,2018-11-24 18:00:00,178.70853067619103,95.8,0.865433514365251
559,2018-11-24 17:00:00,167.5687839916413,91.0,0.841415208699355
560,2018-11-24 16:00:00,120.94574860713799,67.6,0.7891382930049999
561,2018-11-24 15:00:00,129.4482828474951,69.4,0.8652490323846556
562,2018-11-24 14:00:00,125.22023261853961,73.4,0.7059977195986322
563,2018-11-24 13:00:00,135.4595308371678,74.3,0.8231430799080457
564,2018-11-24 12:00:00,120.35312153491613,68.2,0.7647085269049285
565,2018-11-24 11:00:00,85.2615253667101,54.4,0.5673074515939358
566,2018-11-24 10:00:00,48.17587730019147,38.1,0.2644587217898024
567,2018-11-24 09:00:00,58.431009291370906,42.1,0.38790995941498585
568,2018-11-24 08:00:00,48.39639857470325,39.9,0.21294232016800124
