时间,小屯公园,长辛店,丰台街道,新村街道,太平桥街道,右安门街道,西罗园街道,东铁匠营街道,方庄地区,宛平地区,长辛店街道,云岗街道,马家堡街道,东高地街道,大红门街道,南苑街道,和义街道,卢沟桥乡,花乡,南苑乡,长辛店镇,王佐镇,羊坊村盛芳花卉,千灵山,赵辛店村,小瓦窑村
2018-12-12 14:00:00,8.3,19.3,28.9,32.6,22.3,15.8,10,24.6,14.6,,12.9,31.1,24,26.1,37.6,55,39.7,20.5,34.3,33.2,16.7,32.5,53.2,34.2,34,15.2
2018-12-12 13:00:00,6.9,11.2,20.8,17,21.2,6.6,4.5,18.4,12.1,,4.3,17.1,12.4,14.2,19.5,26.3,14.8,17.1,19,18.2,8.8,24.4,53.2,19.6,18.1,7.9
2018-12-12 12:00:00,12.3,20.8,21.9,16.3,19.4,9.6,4.8,18.5,10.3,,6.5,15.5,16.8,18,22.5,30,19.1,18.8,20.7,21.8,9.2,14.6,46.3,12.4,13.8,11.7
2018-12-12 11:00:00,26.8,40.6,27.7,21,24.7,11,5.7,17.9,12.2,,7.9,22.3,15.7,16,26.1,32.8,22.2,28.2,22.7,25,9.1,18.2,,15.3,19.8,18.8
2018-12-12 10:00:00,39.7,54.4,62,22.3,39.5,13.4,6.4,22.5,11.7,,11.6,17.1,14.9,15.7,26.4,30.5,18.7,35.2,22.1,27.8,8.6,19.8,,15.4,18.9,19.9
2018-12-12 09:00:00,48,47.7,41.6,36.3,34.5,19.7,5.2,27.4,10.2,,13,13.6,14.5,14.2,27.4,45,25,35.4,30.7,29.6,7.2,12.5,57.8,13.6,33,21.1
2018-12-12 08:00:00,40.3,30.4,38.3,30.2,32,25,5.1,21.4,11.2,,9,13.6,12.6,15.2,32.3,39.3,24.6,36.6,29.8,29.2,5.3,13,62.6,12.4,29.2,21
2018-12-12 07:00:00,37.3,22.4,37.1,19,31,17.1,4.6,21.1,8.5,,5.6,13.6,13.3,17.2,34,41.9,22.8,37.3,25.5,37.9,4.8,9.6,61.7,11,16.9,18.6
2018-12-12 06:00:00,45.8,19.6,41.5,23.2,40.2,22.7,7.3,28.2,15.8,,7.3,9.5,13,21.7,38.8,44,39.3,35.8,27,45.8,6.6,9.2,63.8,10.9,14.8,17.3
2018-12-12 05:00:00,53.3,33.6,45,37,41.2,24.4,7.8,22.4,13.3,,8.7,7.6,13.7,19.8,36.6,43,33.2,39.6,34,41.2,7.8,12.5,64,14.6,17.8,17.7
2018-12-12 04:00:00,63.2,34.6,39.1,38,38.5,20.8,8.2,21.2,12.7,,6.7,10.3,16.3,15.7,35.3,36.2,28.3,42.2,44,40.5,6,16.1,65.9,14.3,18.1,17.5
2018-12-12 03:00:00,52.2,33.2,38.6,42.8,36.4,22.8,6.6,18.4,12.2,,6.7,11.3,17.6,17.4,32.6,37.4,30,39.2,50.7,38.4,7.6,15.8,65.9,12.5,20,28.6
2018-12-12 02:00:00,28.7,33.2,39.7,54.6,30.7,26.2,7,17.8,7.2,,6.6,11,14,16.1,29,28.5,23.6,32.5,53.2,33.1,7.2,18.9,62,15.4,20.6,15
2018-12-12 01:00:00,27.2,30.8,38.2,65.6,20.3,27.7,6.9,16.3,6.5,,6.2,12.1,16.7,14.3,20.8,25.2,16,32,50.1,25.1,7.7,19.8,57,16.4,20.9,12.5
2018-12-12 00:00:00,23.5,14.7,29.6,51.7,20.8,16.9,3.4,15.6,4.7,,4.5,14,12,9.6,15.4,20.8,15.3,21.3,23.3,19,6.2,14.6,50.2,15.5,18.2,10.1
2018-12-11 23:00:00,14.9,18.8,15.4,24.4,19.3,7.4,3.3,15.5,5.1,,3.2,15.2,8,10.1,14.8,17.1,15.7,14.5,13.9,16.1,7.1,12.1,49.7,11.6,13.4,10.3
2018-12-11 22:00:00,9.6,6.4,13.8,14.7,13.8,5.2,2.3,14.7,6.2,,2,6.3,5.7,10.8,16.3,16.6,13,13.2,10.8,16,4.2,15.5,48.6,5.9,15.2,8.3
2018-12-11 21:00:00,10.1,7.6,12.4,14.2,12.9,4.2,2.7,13.8,3.6,,1.6,5,7.3,10.4,14.7,16.5,20.8,12.5,8.8,13.3,4,10.5,45.1,4.2,9.5,5.6
2018-12-11 20:00:00,11.9,17.6,11.5,14.5,13.2,4.7,2.2,13.6,5.1,,1.6,5,3.8,8.5,10.8,13.1,15.8,10.2,8.4,10.5,3.2,10,43.5,5.4,7.3,5.1
2018-12-11 19:00:00,10.4,8.7,11,15.5,12.2,4.1,3,12,13.6,,1.4,3.4,5.1,6,9.8,11.4,15,8.4,10.1,9.6,3.6,9.1,43.3,2.7,6.8,4.5
2018-12-11 18:00:00,12.8,,10.5,14.1,11.9,3.3,1.6,12,26,,1.2,2.2,4.9,7.8,10.6,12.3,12.2,9.2,9,10.4,2.6,8.7,42.1,3.3,6.1,3.9
2018-12-11 17:00:00,6.7,3.5,14.1,12.6,12,3.4,1.5,10.2,3.5,,2.3,2.4,5,6.1,8.6,11.1,14.8,12.2,8.5,9.7,3.2,6.1,43.2,5.4,6,5.3
2018-12-11 16:00:00,5.2,6.3,10,11.2,11.5,3.2,1.3,7.7,2.8,,2.2,2.8,5,6.6,9,9.6,10.2,9.7,7.5,9,3.7,6.6,46.3,4.8,6.5,5.4
2018-12-11 15:00:00,3.7,7.1,10.2,10.4,11.9,3,1.4,7.8,2.9,,1.6,2.8,5.2,6,7.3,11.5,9.7,8.2,7,8.7,3.9,6.4,41.2,4.7,5.8,4.1
2018-12-11 14:00:00,2.7,8.6,8.3,10.6,12.7,3.1,1.6,8.1,3.3,,1.7,3.5,4.7,5.1,8,10,8.6,8.4,5.8,8,3.8,5.6,39.2,4.2,5.5,3.6
2018-12-11 13:00:00,1.2,9.3,7.6,9.4,10.4,2.9,1.2,7.7,3.9,,1.3,2.4,4.2,6.3,6.6,7.4,7.6,11.4,5,8.2,2.9,5.2,41.9,4.4,5.2,3.2
2018-12-11 12:00:00,8.4,10.6,6.5,7.4,10.2,2.1,1.2,9.1,3.1,,1,1.7,3.2,5.7,6.3,7.7,6.9,11.4,4.4,6.6,2.3,5.7,43,4.4,3.7,2.8
2018-12-11 11:00:00,5.3,11.1,5.6,7.1,6,1.2,1,7.8,2.1,,1.1,1.6,2.6,5,4.5,6.2,14.8,11,3.6,5.5,1.3,3.6,42.8,2.6,3.5,2.4
2018-12-11 10:00:00,9.7,15.3,5.3,6.6,6.4,1.2,1,6.2,1.9,,1,1.1,1.1,4,4.2,5.2,5.1,4.8,3,4.5,1.3,3,43.3,1.5,3.8,2.2
2018-12-11 09:00:00,9.5,4.6,5.2,6.7,7.8,1,1,5.9,1.7,,1,1.2,1.9,5,4,5.8,5.8,6.1,3.7,4.6,1.3,2.6,45.6,1.5,2.1,2.4
2018-12-11 08:00:00,10.4,7.4,6.8,8.2,8.9,1.6,1,10,2.7,,1,1.4,3.4,5.3,5.4,7.1,6.5,6.1,4.7,7.1,1.2,4.1,48.2,2.4,4,1.9
2018-12-11 07:00:00,11.8,9.6,8,9.8,9.3,1.4,1.2,13.6,4.2,,2.5,2.1,2.9,5.1,5.4,8.5,7.7,6.7,6.2,7.5,1.9,8.1,48.6,6.3,5,2.8
2018-12-11 06:00:00,27.2,17.6,31.1,22.5,26.9,9.8,5.6,26.9,20,,2.5,4.6,11.2,16.6,25.4,33.9,25,22.3,10.9,28,5.1,11.6,46.1,11,8.6,13
2018-12-11 05:00:00,51.5,67.9,50.6,51.9,49.5,22.9,15.2,45.8,32.9,,19.6,17,24.6,33.4,53.4,53.6,48.2,51,54,48.8,8.6,49.3,59.4,13.6,38.4,37.7
2018-12-11 04:00:00,70.8,69.2,71.8,53.1,71.5,40.7,27.5,60.3,47.7,,44.7,63.7,51.8,44.8,70,76.6,54.6,74.2,68.4,66.8,43.9,69.4,67,52.8,59.4,48.3
2018-12-11 03:00:00,72.4,78.8,76.2,53.8,83.7,45.8,30.9,62.6,46.3,,42.2,66.7,57.3,49,74.4,83.6,47.7,84.9,69.3,75.2,54.8,66.1,66.7,70.8,60.1,55
2018-12-11 02:00:00,79.8,61,76.6,53.5,83.8,44.5,31.3,62.1,50.9,,42.3,66.2,57.4,49.2,76.4,88.6,48.6,85.1,70.3,74.7,54.4,65.5,68.6,78,60.3,54.7
2018-12-11 01:00:00,86.7,64,80.2,66.7,83.9,49.1,32,62.4,50.6,,43.8,66.8,61.9,51.5,77,90.5,55.5,87.3,77.4,73.8,54.7,65.4,69.1,75.4,59.2,56.9
2018-12-11 00:00:00,92.9,75.3,86.2,66.3,87.3,49.7,32.6,67.6,55.7,,44.2,65.8,61,48.1,85.3,84.3,51.3,89.2,78.1,83.7,55.3,65.1,69,77.6,58.8,56.8
2018-12-10 23:00:00,93.8,72.7,85.2,63.6,91.4,45.8,26.6,57.7,45.4,,43.1,64.6,54.3,46.6,74.2,87.7,45.7,99.3,74.2,76.7,56.6,65.7,68.6,76,60.9,56.5
2018-12-10 22:00:00,104.5,86,78.8,55.4,79.2,41.2,25.1,50.7,49.1,,43.2,62.6,50,46.8,77.4,77.6,49,89.8,74.1,72.4,53.8,66.4,67,74.8,63.2,56.4
2018-12-10 21:00:00,101.4,90.7,77.5,51.2,66.3,41.6,26.7,51.6,48.6,,40.5,60.3,49.8,47.1,74.9,74.7,47.7,74.4,68.7,72.1,50.4,66,67.6,76.7,64.5,53.8
2018-12-10 20:00:00,72.9,71.2,72.5,47.5,66.5,41.8,27.7,51.8,50.3,,41.5,61.9,51.7,45.5,71.7,73.6,53.5,73.4,66.9,69.9,50.2,65.6,65.8,73.4,69.4,52.2
2018-12-10 19:00:00,62.6,64,73.4,51.4,67.9,41.8,27,53.7,47.2,,39,62.4,48.5,44.2,71.5,73.2,58.7,73.3,67.2,64.2,50.1,64,65.2,71.2,60.1,52
2018-12-10 18:00:00,54.8,54.6,66,56.7,66.4,41.5,25.4,52.8,46.5,,34.1,63,49.4,42.6,69,73.1,64.3,70.6,64.5,63.3,49.5,64.4,63.3,73.1,57.2,50.5
2018-12-10 17:00:00,58.3,51.6,62.3,63.9,68.8,40.6,27,58.1,45.4,,38.6,59.2,51.9,42.8,67,74.3,62.1,73.8,61.9,62.8,48.8,58.6,65.4,71.2,54.1,52.5
2018-12-10 16:00:00,52.5,46.9,64.8,56.5,71.5,39,25,58.7,45.7,,37.8,58.4,48.3,42.4,66.1,69.7,60.3,68.5,63.9,61.6,49.5,57.6,66.7,70.7,53.2,51.9
2018-12-10 15:00:00,47,63.4,64.4,61.7,69.7,40,29.2,58.1,48.2,,38.8,59.8,49.7,42.7,64.8,67.1,58.9,68,65.2,59.5,52.5,57.9,63.8,73.2,52.9,49.7
2018-12-10 14:00:00,51.2,60.4,66.1,57.2,68.6,39.8,27.9,61,49.4,,39.8,63.2,51.7,42.5,66.3,72.4,62.3,67.9,65.2,65.6,53,59.5,63.5,76.3,53.1,50
2018-12-10 13:00:00,52.3,61.4,66.1,51.4,69.5,40.9,28.3,57.4,46.3,,40.5,65,49.7,42.7,64.7,72,59.9,67.7,67.6,62.5,55,62.6,63.5,75.8,53.5,49.5
2018-12-10 12:00:00,54.2,59.1,63.8,61.9,67.8,40.6,25.9,56.4,46.3,,37.7,60.9,47,42.7,66.7,70.4,60.8,66.7,64.1,58.9,49.9,63.3,64.7,73.4,51.7,48.4
2018-12-10 11:00:00,49.7,59.8,60.2,56.7,64.4,38.4,23.4,54.4,44.8,,35.9,60.5,45.3,40.4,64,63.9,59.6,61.4,61.9,60.2,47.1,62,61.9,71.6,49.3,46.2
2018-12-10 10:00:00,63.2,50.7,56.3,60.8,59.8,33.1,20.4,52.9,41.1,,33.6,57.1,33.1,39.3,62.8,60.5,59.6,60.4,64,59.5,47.6,67.6,63.8,74.1,50.6,46
2018-12-10 09:00:00,74.1,46.7,59.2,63.1,60,30.6,17.9,54.3,26.6,,31.1,55,31.8,37.2,62.3,62.3,59.7,57,64.8,57.6,47.2,72.1,69.4,75,51.9,44.4
2018-12-10 08:00:00,70,46.9,59.4,61.8,60.8,29.2,15.6,49.8,28.8,,29.3,53.3,30.8,38.2,58.2,62.2,59.2,59.4,66.8,55.4,46,68.8,71.6,74.8,53.9,45.2
2018-12-10 07:00:00,71,50.3,55.6,58.2,60,30.9,16.4,48.8,27.6,,29.1,50.2,31.7,40.1,60.5,63.7,60.6,59.3,67.2,56.8,40.8,61,71.8,72.3,50.2,41.2
2018-12-10 06:00:00,63.1,50.4,56.7,60.6,58.6,31.3,16.6,47.4,29.8,,29.6,51.2,32.5,38.7,58.6,70.6,58.2,58.4,63.9,56.7,41.4,68.5,72.4,70,47.2,40.2
2018-12-10 05:00:00,70.3,53.1,60.3,61.5,62.9,36.9,19.5,53.7,38.1,,29.7,50,44.6,46.1,64.4,83,55,60.9,63.5,60.7,39,76.1,74.3,60.4,47.6,41.2
2018-12-10 04:00:00,69.9,49.2,58.6,60.8,59.3,41.8,24.5,58.8,40.9,,30.2,54.2,48.6,49.8,75.4,86.4,54,61.4,65.6,79.7,35.8,75.3,79,61.6,49.1,41.2
2018-12-10 03:00:00,61,55,54.2,61.5,58.6,41.7,23.6,56.6,34.7,,32.2,56.4,48.1,49.3,78.9,96.1,59.3,60,69.9,86.4,38.8,76.1,81.3,71,54,36.2
2018-12-10 02:00:00,66.1,65.6,56,52.3,57.4,35,18.7,54,41.7,,34.7,56.8,43.5,51,77.1,100.5,57.3,56.8,73.8,80.8,44.2,76.2,85.1,77.4,63.9,35.3
2018-12-10 01:00:00,79.7,69.1,68.5,58.5,57.1,52.5,27.9,56,42,,38.9,60,60.2,50.8,85.9,105.8,49.8,57.4,92.6,83.6,48.9,76,83.8,88,71.1,47.9
2018-12-10 00:00:00,92.6,75.7,77.1,61,100.8,57.2,31.4,55.8,47.1,,38.3,59.5,58.6,47,92.3,108.4,54.4,65.1,110.6,99.8,60.7,75.8,84.4,106.1,88.6,51.9
2018-12-09 23:00:00,104.3,101.3,86.5,88,108.9,57.2,32.6,63.3,53.6,,41.5,59.4,50.4,55,97.6,108.2,69.1,84.3,128.2,108.7,67.3,76.1,86.3,96.4,95.4,54.7
2018-12-09 22:00:00,104.6,116.8,117.9,104.1,114,56.6,36,69.5,59.3,,52.2,91.2,49.1,61,105.6,121.5,86.2,101.5,126.2,114.4,67.6,83.7,85.2,90.8,93.1,62
2018-12-09 21:00:00,107.2,107.3,115.2,107.4,107.3,56.4,37.6,70,60.8,,57.8,104.5,45.4,60.3,107,130.2,90.5,113.6,111.4,113.5,67.6,95.7,84.2,115.2,88,74.6
2018-12-09 20:00:00,95.8,100.3,108.2,107,105.3,59.3,36.8,80.2,60.7,,57.2,101.7,46.9,58.2,110,128.2,95.9,112.8,104.2,111.6,71.7,99.1,83.2,118.1,100.5,72.2
2018-12-09 19:00:00,75.8,101.1,115.2,102.7,115.9,57.2,38.6,83.7,64.2,,54.9,97.2,47.9,60.8,107.6,128.2,98.8,116.1,103.3,112.7,67.5,98.6,83,91.7,109.4,65.5
2018-12-09 18:00:00,60.8,73.3,99.4,97.8,93.8,55.8,35.1,78.8,63.2,,52.4,85.6,52.1,57.1,99.9,115.9,88.1,91.6,92.3,98.7,55.4,91.4,80.8,93.1,128.8,55
2018-12-09 17:00:00,64.5,61.7,71.2,62.1,75.8,50.3,32,72.1,59,,42.4,65.1,64.5,48.5,85,99.4,59.6,70.3,74.9,77.7,47.1,69.6,74.6,74.3,80.4,47.8
2018-12-09 16:00:00,62.2,61.9,87.5,63.8,94.7,52,31.6,70.1,60.7,,41.4,58.5,60.8,51.6,84.7,98.2,65.9,87,77.3,79.4,45.1,57.4,72.1,66.8,52,54.8
2018-12-09 15:00:00,40.8,46.2,73.4,68.3,65.4,43.5,26.4,62.1,50.1,,42,58.1,56.8,49,79.4,95.2,60.5,65.4,79.8,70.1,38.1,58.6,74.8,60.1,63.6,44.2
2018-12-09 14:00:00,28.1,44.1,51.2,57.3,52.4,33.1,20.2,48.2,37,,33.3,51.6,42.4,40.2,59.7,70.4,57.3,51.1,60.6,53.7,36.2,51.7,61.3,54,52.4,36.4
2018-12-09 13:00:00,26.8,46,42.8,46.7,40.4,18.9,10.8,27.4,15,,32.6,51.4,24.3,34.3,39.2,61.3,45.7,40.8,52.3,38.5,28,48.4,59.7,44.7,59.4,29.4
2018-12-09 12:00:00,30.6,50.9,43.2,43.8,33.4,13.1,7.9,22.9,16.6,,26.1,42.8,12.9,20.3,31.6,61.3,27.3,33.8,50.1,30,21.7,42.8,58.8,42.4,42.9,23.6
2018-12-09 11:00:00,31.8,35.3,52.1,56.2,31.8,11.3,6,25.6,17,,16.6,41.9,14.1,22.6,36.2,64.4,27.6,32,62.3,34.7,25.5,41.9,58.9,44.8,33.1,18
2018-12-09 10:00:00,43.3,30,44.8,61.9,48.5,29.2,12.2,29.9,22.2,,8.9,27.4,38.2,37.2,62.8,73.7,53.3,36.5,62.4,55,21.1,28.2,71,41.8,32.4,19.7
2018-12-09 09:00:00,45.4,49.7,49.5,56.6,61.6,43.5,20.8,51.3,30.2,,12.7,16.1,51.8,48.8,79.1,88.1,66.6,40.1,74.9,78.3,13,29,77,34.4,53,20.4
2018-12-09 08:00:00,38.4,41.7,48.5,58.7,54,45.4,16.3,24.7,9.6,,15.9,17.8,51.6,48.7,73.1,74.6,54,42.6,74.1,71,12.2,15.7,78.9,38.3,52.9,21.8
2018-12-09 07:00:00,41.4,34.8,48.8,48.2,58.8,44.3,14.1,28.8,14.6,,7.6,22.9,49.9,46.2,73.6,74,47.3,53.5,73.1,71.4,16.2,11.7,77.7,21.7,46.5,22.2
2018-12-09 06:00:00,45.8,40.5,50,48.7,59.3,45.8,24.1,41.7,28.1,,8.3,20.8,50.2,43.9,73.6,71.8,44.6,51.8,74.6,72.7,15.8,13.6,75.6,23.7,45.2,24.6
2018-12-09 05:00:00,53.6,58,58,50.1,61.5,45.2,25.3,57,41.1,,19.7,30.8,49.6,43.9,69.5,69.6,46.3,53,,,,,74.6,,42.8,
2018-12-09 04:00:00,65.6,60.9,74.5,49,61.8,43,21.4,52.6,36.9,,18.6,28.6,47.7,44,68.6,70.9,45,69.4,66.7,67.6,7.8,25.3,73.6,12.8,42.2,32.2
2018-12-09 03:00:00,60.1,64.6,68.9,53.2,62.6,39.6,19.7,50.4,32,,20.8,43.9,40.8,44.7,68.2,71.3,43.8,73.2,64.1,66.9,5.1,27.2,72.4,10.7,44.7,39.4
2018-12-09 02:00:00,60.6,52.4,66.9,65.3,62.7,38.8,20.8,52.4,33.6,,27.4,45.8,41.6,42.8,67,69.2,45.2,67.2,65.5,63.8,6.4,31.1,73,11.6,53.9,39
2018-12-09 01:00:00,48.9,47.3,64.8,62.3,62.1,34.3,16.2,49.6,32.1,,27.8,42.5,37.9,40.6,63.9,67.6,60.5,65,60.2,59.7,8.4,39.3,68.4,11.5,52.8,38.2
2018-12-09 00:00:00,50.2,49.5,58.5,58,51.8,27.6,13,46.5,27.4,,24.2,37.9,27.8,34.9,55.7,62,58.1,53.9,57.1,54.5,12.8,47.3,66.4,11.9,49.6,38.2
2018-12-08 23:00:00,42.8,43.8,52.1,50.5,50.9,23.9,11.1,41.7,22.8,,23.5,43.4,22.3,31,50.9,55.5,50,54.2,49.4,48.6,16.9,49.3,63,16.6,46.2,37.5
