,时间,王佐镇,王佐镇_root,相对偏差
582,2018-11-23 18:00:00,127.3080882834932,79.6,0.5993478427574525
583,2018-11-23 17:00:00,112.38767683928805,69.6,0.6147654718288514
584,2018-11-23 16:00:00,110.99763113714712,68.0,0.632318104958046
585,2018-11-23 15:00:00,79.35016477528573,57.6,0.3776070273487106
586,2018-11-23 14:00:00,70.01918662033194,53.1,0.31862874991208917
587,2018-11-23 13:00:00,73.03359170259321,51.6,0.4153796841587832
588,2018-11-23 12:00:00,71.6580160713951,51.0,0.4050591386548058
589,2018-11-23 11:00:00,69.965480655269,51.4,0.3611961216978406
590,2018-11-23 10:00:00,78.29837446578054,53.8,0.4553601201817945
591,2018-11-23 09:00:00,69.89479883798111,52.7,0.32627701779850304
592,2018-11-23 08:00:00,71.65167547660218,53.0,0.35191840521890905
593,2018-11-23 07:00:00,74.56628273370215,53.9,0.3834189746512459
594,2018-11-23 06:00:00,68.80109856641297,52.5,0.31049711555072335
595,2018-11-23 05:00:00,74.96766955361022,54.6,0.3730342409086121
596,2018-11-23 04:00:00,71.08537138052205,53.2,0.3361911913631963
597,2018-11-23 03:00:00,70.58974373490288,53.0,0.3318819572623185
598,2018-11-23 02:00:00,65.97324359311477,53.9,0.22399338762736132
599,2018-11-23 01:00:00,68.87237482730272,56.1,0.2276715655490681
600,2018-11-23 00:00:00,72.58327282241531,57.8,0.2557659657857321
601,2018-11-22 23:00:00,70.5353651595638,55.1,0.2801336689576006
602,2018-11-22 22:00:00,68.5443172518048,49.8,0.3763919126868434
603,2018-11-22 21:00:00,59.7581367370723,47.0,0.2714497178100489
604,2018-11-22 20:00:00,73.8542407191797,40.3,0.8326114322377098
605,2018-11-22 19:00:00,59.738824712353775,36.1,0.6548150889848691
606,2018-11-22 18:00:00,48.83236070004703,35.6,0.37169552528222
607,2018-11-22 17:00:00,45.32199258731992,33.7,0.3448662488818966
608,2018-11-22 16:00:00,42.88285063895972,30.0,0.4294283546319905
621,2018-11-22 03:00:00,44.352281382389606,34.4,0.28931050530202346
