,时间,千灵山,千灵山_root,相对偏差
655,2018-11-20 17:00:00,35.37919886642638,60.2,0.4123056666706582
656,2018-11-20 16:00:00,35.98208996506764,55.4,0.35050379124426645
657,2018-11-20 15:00:00,29.26225465152578,46.6,0.37205462121189314
658,2018-11-20 14:00:00,39.66710302892978,62.3,0.36328887594013193
659,2018-11-20 13:00:00,24.14449899710423,68.0,0.644933838277879
660,2018-11-20 12:00:00,20.548483566170173,42.9,0.5210143690869423
661,2018-11-20 11:00:00,21.98519972346532,44.4,0.5048378440660963
662,2018-11-20 10:00:00,21.34953049156584,42.9,0.5023419465835468
663,2018-11-20 09:00:00,19.603710722787085,42.1,0.5343536645418745
664,2018-11-20 08:00:00,23.238959347043238,40.6,0.4276118387427774
665,2018-11-20 07:00:00,22.52374822088402,38.7,0.41799100204434064
666,2018-11-20 06:00:00,24.96556427556736,42.6,0.4139538902448977
667,2018-11-20 05:00:00,29.576922579402666,48.6,0.3914213461028258
668,2018-11-20 04:00:00,34.820500865744364,75.3,0.5375763497245104
669,2018-11-20 03:00:00,48.61891025946528,64.7,0.2485485276744161
670,2018-11-20 02:00:00,59.17009823132164,74.8,0.2089559059983738
671,2018-11-20 01:00:00,71.75355920559231,94.2,0.2382849341232239
672,2018-11-20 00:00:00,74.17822104598012,102.5,0.27631003857580366
673,2018-11-19 23:00:00,80.36665791762945,115.0,0.3011594963684395
674,2018-11-19 22:00:00,87.59011601450152,118.7,0.2620883233824641
676,2018-11-19 20:00:00,105.10079176994246,120.8,0.12996033303027762
677,2018-11-19 19:00:00,106.2612116120197,113.3,0.06212522849055873
678,2018-11-19 18:00:00,93.18774993268174,115.0,0.18967173971581094
679,2018-11-19 17:00:00,92.93539047260964,97.2,0.04387458361512719
710,2018-11-18 10:00:00,20.210254113878612,43.3,0.5332504823584616
711,2018-11-18 09:00:00,21.85945876025142,42.4,0.48444672735256084
712,2018-11-18 08:00:00,23.549363599097784,42.8,0.44978122432014517
713,2018-11-18 07:00:00,27.003403391889464,63.9,0.5774115275134669
714,2018-11-18 06:00:00,25.173223908634405,71.1,0.6459462178813726
715,2018-11-18 05:00:00,21.873686663583648,74.3,0.7056031404632079
716,2018-11-18 04:00:00,40.75987335376108,78.5,0.4807659445380754
717,2018-11-18 03:00:00,47.996157149658345,81.5,0.4110900963232105
718,2018-11-18 02:00:00,53.318158210880675,85.2,0.37420002099905314
719,2018-11-18 01:00:00,53.09340087630998,87.6,0.393910948900571
720,2018-11-18 00:00:00,59.21030060047389,91.3,0.3514753493923998
