,时间,长辛店,长辛店_root,相对偏差
517,2018-11-26 11:00:00,205.98346586947847,187.2,0.10033902708054743
518,2018-11-26 10:00:00,163.7852090076184,154.6,0.059412736142421714
519,2018-11-26 09:00:00,132.7781993431447,136.2,0.025123352840347155
520,2018-11-26 08:00:00,121.14921770922966,133.8,0.09454994238243909
521,2018-11-26 07:00:00,116.70001983769585,132.4,0.11857991059142113
522,2018-11-26 06:00:00,98.74544803560752,102.0,0.03190737219992624
523,2018-11-26 05:00:00,76.57707439451839,88.8,0.13764555862028835
524,2018-11-26 04:00:00,82.51623863485582,98.8,0.16481539843263332
525,2018-11-26 03:00:00,99.70076884613331,108.7,0.08278961503097229
526,2018-11-26 02:00:00,106.12777976704385,108.1,0.018244405485255754
527,2018-11-26 01:00:00,108.57130556193574,121.6,0.10714386873408101
528,2018-11-26 00:00:00,111.97920730431336,121.3,0.076840830137565
529,2018-11-25 23:00:00,119.57977110843804,117.5,0.017700179646281174
530,2018-11-25 22:00:00,125.34646250720706,116.0,0.08057295264833676
531,2018-11-25 21:00:00,117.65188142354368,115.7,0.016870193807637702
532,2018-11-25 20:00:00,115.6404558456373,112.1,0.031583013788022404
533,2018-11-25 19:00:00,106.11403153129181,104.4,0.0164179265449407
534,2018-11-25 18:00:00,87.80712491769118,76.7,0.14481258041318357
535,2018-11-25 17:00:00,76.96854573057927,75.0,0.02624727640772354
536,2018-11-25 16:00:00,77.00746358065363,72.5,0.062171911457291514
537,2018-11-25 15:00:00,69.18168382902165,68.0,0.017377703367965455
538,2018-11-25 14:00:00,77.23093400522505,82.1,0.05930652855998712
539,2018-11-25 13:00:00,84.08391072255091,97.6,0.13848452128533897
540,2018-11-25 12:00:00,99.81356139461741,106.1,0.05925012823169261
541,2018-11-25 11:00:00,110.33657076756673,107.1,0.030220081863368185
542,2018-11-25 10:00:00,110.53571654534753,85.4,0.2943292335520787
543,2018-11-25 09:00:00,115.89605835544396,107.5,0.07810286842273446
544,2018-11-25 08:00:00,108.0080364919989,103.3,0.045576345517898326
545,2018-11-25 07:00:00,103.3785477168931,108.6,0.04807967111516482
546,2018-11-25 06:00:00,109.09491696724915,108.8,0.0027106338901576356
547,2018-11-25 05:00:00,112.27535518307192,110.9,0.012401759991631357
548,2018-11-25 04:00:00,81.15833665619492,110.8,0.2675240373989628
549,2018-11-25 03:00:00,93.30331730202656,111.4,0.16244778005362162
550,2018-11-25 02:00:00,104.21894608523172,127.8,0.1845152888479521
551,2018-11-25 01:00:00,114.577843817685,145.4,0.21198181693476625
552,2018-11-25 00:00:00,151.07829843222328,165.0,0.0843739488956165
553,2018-11-24 23:00:00,171.15157924681992,182.0,0.05960670743505538
554,2018-11-24 22:00:00,182.99411715676976,179.1,0.021742697692740183
555,2018-11-24 21:00:00,191.14137841004413,179.9,0.062486817176454254
556,2018-11-24 20:00:00,188.54209444181913,182.4,0.03367376338716626
557,2018-11-24 19:00:00,180.20496455052142,169.2,0.06504116164610778
558,2018-11-24 18:00:00,169.87133137362324,129.4,0.31276144801872663
559,2018-11-24 17:00:00,128.61474763132276,107.4,0.19753023865291203
560,2018-11-24 16:00:00,117.20361265342008,116.0,0.010375971150173106
561,2018-11-24 15:00:00,127.45991714828101,110.4,0.1545282350387772
