,时间,长辛店街道,长辛店街道_root,相对偏差
678,2018-11-19 18:00:00,108.37726759415185,59.6,0.8184105301032188
679,2018-11-19 17:00:00,100.41104299040161,53.2,0.887425620120331
712,2018-11-18 08:00:00,48.118981373393645,35.2,0.3670165162895921
713,2018-11-18 07:00:00,63.367771531381436,36.0,0.7602158758717066
714,2018-11-18 06:00:00,64.97609825004021,35.6,0.8251712991584328
715,2018-11-18 05:00:00,64.57343094026943,31.7,1.0370167489043984
716,2018-11-18 04:00:00,64.38885303111213,36.3,0.7737976041628688
717,2018-11-18 03:00:00,77.94201063520707,39.1,0.9934018065270349
718,2018-11-18 02:00:00,83.11922855789187,46.4,0.7913626844373249
719,2018-11-18 01:00:00,84.21622464785553,48.6,0.732844128556698
720,2018-11-18 00:00:00,78.95867495366974,51.5,0.5331781544401891
