,时间,云岗街道,云岗街道_root,相对偏差
596,2018-11-23 04:00:00,89.18084295810019,59.6,0.49632286842449974
597,2018-11-23 03:00:00,96.26935192946458,78.0,0.23422246063416124
598,2018-11-23 02:00:00,95.6425381866985,84.2,0.13589712810805818
599,2018-11-23 01:00:00,94.63514590686495,76.6,0.23544576901912476
600,2018-11-23 00:00:00,97.43657894342743,80.2,0.2149199369504667
601,2018-11-22 23:00:00,89.8752984317966,68.6,0.31013554565301166
602,2018-11-22 22:00:00,85.83536390550313,62.9,0.3646321765580784
603,2018-11-22 21:00:00,68.90391752326845,62.2,0.10778002448984636
604,2018-11-22 20:00:00,62.555849185618975,51.8,0.20764187617025054
605,2018-11-22 19:00:00,54.67789140142641,43.4,0.2598592488807928
606,2018-11-22 18:00:00,45.29281934511313,37.4,0.21103795040409445
609,2018-11-22 15:00:00,34.56621071464417,30.5,0.13331838408669414
625,2018-11-21 23:00:00,53.72421990700251,32.3,0.6632885420124617
626,2018-11-21 22:00:00,53.080829180299354,41.8,0.26987629617941045
627,2018-11-21 21:00:00,53.20834536373546,46.1,0.15419404259729846
628,2018-11-21 20:00:00,48.08286632044677,44.3,0.08539201626290681
629,2018-11-21 19:00:00,49.15419171524263,42.1,0.16755799798676083
630,2018-11-21 18:00:00,36.24469868209286,32.3,0.12212689418244159
631,2018-11-21 17:00:00,32.87901791041993,32.8,0.0024090826347541263
651,2018-11-20 21:00:00,67.41896563746927,38.7,0.7420921353351231
652,2018-11-20 20:00:00,68.59775496142676,50.0,0.3719550992285352
653,2018-11-20 19:00:00,59.499721120915595,42.8,0.3901804000213925
